Agente,1006,Conexão ,172,Tipo de ligação,Descrição,Ano,Tipo do agente,Tipo de ligação predominante
NOSSAS,1,TODXS,,Parceria em projeto,"Projeto Acolhe LGBT+, uma plataforma pra conectar pessoas LGBT+ que precisam de atendimento psicológico a profissionais da psicologia que possam atendê-las voluntariamente.",2020,Organização da Sociedade Civil (OSC) / Associação/ Coletivo,Parceria em projeto
Gênero e Número,1,Associação de Jornalismo Digital (Ajor),,Membro,Gênero e Número é membro da Associação de Jornalismo Digital,2025,Organização da Sociedade Civil (OSC) / Associação/ Coletivo,Membro
Gênero e Número,1,Fian Brasil,,Parceria em projeto,"Parte do rol de autores da Gênero e Número; Parceria no Projeto ""Caminhos da Alimentação""",2024,Organização da Sociedade Civil (OSC) / Associação/ Coletivo,Parceria em projeto
Gênero e Número,1,Revista Azmina,,Parceria em projeto,Parte do rol de autores da Gênero e Número,Não especificado,Organização da Sociedade Civil (OSC) / Associação/ Coletivo,Parceria em projeto
Gênero e Número,1,Movimento Mulheres Negras Decidem,,Parceria em projeto,Parte do rol de autores da Gênero e Número,Não especificado,Organização da Sociedade Civil (OSC) / Associação/ Coletivo,Parceria em projeto
Gênero e Número,1,Portal Catarinas,,Parceria em projeto,Parte do rol de autores da Gênero e Número,Não especificado,Organização da Sociedade Civil (OSC) / Associação/ Coletivo,Parceria em projeto
Gênero e Número,1,Observatório da Mulher Contra a Violência,1,Parceria em projeto,"Parceiros no ""Mapa Nacional da Violência de Gênero""",2023,Organização da Sociedade Civil (OSC) / Associação/ Coletivo,Parceria em projeto
Gênero e Número,1,Instituto Natura,,Parceria em projeto,"Parceiros no ""Mapa Nacional da Violência de Gênero""",2023,Organização da Sociedade Civil (OSC) / Associação/ Coletivo,Parceria em projeto
Gênero e Número,1,Nepem UFMG,,Parceria em projeto,"Parceiros no projeto ""Mulheres na política institucional""",2024,Organização da Sociedade Civil (OSC) / Associação/ Coletivo,Parceria em projeto
Gênero e Número,1,Global Health Strategies,,Parceria em projeto,"Parceria no projeto ""O papel da ciência no Brasil de amanhã""",2022,Organização da Sociedade Civil (OSC) / Associação/ Coletivo,Parceria em projeto
Gênero e Número,1,Futuro do cuidado,,Parceria em projeto,Parceria em diversas reportágens,"2017, 2018, 2023",Organização da Sociedade Civil (OSC) / Associação/ Coletivo,Parceria em projeto
Gênero e Número,1,Instituto Serrapilheira,,Parceria em projeto,Parceria em diversas reportágens,"2018, 2023, 2024",Organização da Sociedade Civil (OSC) / Associação/ Coletivo,Parceria em projeto
Gênero e Número,1,Ministério de Relações Exteriores (MRE),1,Coleta de dados,"Base de dados para o projeto ""Gênero e raça no Itamaraty""",2024,Organização da Sociedade Civil (OSC) / Associação/ Coletivo,Coleta de dados
Gênero e Número,1,Sistema de Informação de Agravos de Notificação (Sinan),1,Coleta de dados,"Base de dados para o projeto ""Violência contra homens trans cresce 161% em cinco anos""","2019, 2020, 2021, 2022, 2023",Organização da Sociedade Civil (OSC) / Associação/ Coletivo,Coleta de dados
Gênero e Número,1,Sempreviva Organização Feminista (SOF),,Parceria em projeto,Parceria em diversas reportágens,"2020, 2021",Organização da Sociedade Civil (OSC) / Associação/ Coletivo,Parceria em projeto
Gênero e Número,1,Ledde UFRJ,,Parceria em projeto,"Pesquisa  ""Teias do cuidado""",2024,Organização da Sociedade Civil (OSC) / Associação/ Coletivo,Parceria em projeto
Gênero e Número,1,Open Society Foundations (OSF),,Financiamento,"Projeto ""Teias do cuidado""",2024,Organização da Sociedade Civil (OSC) / Associação/ Coletivo,Financiamento
Gênero e Número,1,Geppi UFSM,,Parceria em projeto,"Pesquisa  ""Teias do cuidado""",2024,Organização da Sociedade Civil (OSC) / Associação/ Coletivo,Parceria em projeto
Gênero e Número,1,Nuderg UERJ,,Parceria em projeto,"Pesquisa  ""Teias do cuidado""",2024,Organização da Sociedade Civil (OSC) / Associação/ Coletivo,Parceria em projeto
Gênero e Número,1,Neseg UFRJ,,Parceria em projeto,"Pesquisa  ""Teias do cuidado""",2024,Organização da Sociedade Civil (OSC) / Associação/ Coletivo,Parceria em projeto
Gênero e Número,1,CNPq ,1,Financiamento,"Projeto ""Teias do cuidado""",2024,Organização da Sociedade Civil (OSC) / Associação/ Coletivo,Financiamento
Gênero e Número,1,FAPERJ,1,Financiamento,"Projeto ""Teias do cuidado""",2024,Organização da Sociedade Civil (OSC) / Associação/ Coletivo,Financiamento
Gênero e Número,1,Plataforma Lattes,1,Coleta de dados,"Projeto ""Open box da ciência"" de 2020","2013, 2014, 2015, 2016",Organização da Sociedade Civil (OSC) / Associação/ Coletivo,Coleta de dados
Gênero e Número,1,INEP,1,Coleta de dados,"Projeto ""Open box da ciência"" de 2020. Censo sobre ensino superior",2018,Organização da Sociedade Civil (OSC) / Associação/ Coletivo,Coleta de dados
Gênero e Número,1,Instituto de Estudos da Religião (ISER),,Parceria em projeto,"Parceiros na ""Religião e Poder"", uma plataforma acadêmica que oferece dados abertos, artigos, reportagens, referências bibliográficas e análises sobre a interseção entre religião e política institucional no Brasil. ",Não especificado,Organização da Sociedade Civil (OSC) / Associação/ Coletivo,Parceria em projeto
Gênero e Número,1,Fundação Ford,,Financiamento,"No projeto ""Violência Contra LGBTs nos contextos eleitoral e pós-eleitoral""",2019,Organização da Sociedade Civil (OSC) / Associação/ Coletivo,Financiamento
Gênero e Número,1,Associação Brasileira de Jornalismo Investigativo (Abraji),,Parceria em projeto,"Pesquisa inédita no Brasil, com o apoio do Google News Lab, para investigar os desafios enfrentados pelas mulheres no exercício da profissão jornalística.",2017,Organização da Sociedade Civil (OSC) / Associação/ Coletivo,Parceria em projeto
Gênero e Número,1,Google News Lab,,Financiamento,"Pesquisa inédita no Brasil, com o apoio do Google News Lab, para investigar os desafios enfrentados pelas mulheres no exercício da profissão jornalística.",2017,Organização da Sociedade Civil (OSC) / Associação/ Coletivo,Financiamento
Gênero e Número,1,Instituto Avon,,Parceria em projeto,"Projeto ""Cancer de mama hoje""",Não especificado,Organização da Sociedade Civil (OSC) / Associação/ Coletivo,Parceria em projeto
Gênero e Número,1,Instituto Brasileiro de Geografia e Estatística (IBGE),1,Coleta de dados,"Fonte no Projeto ""Caminhos da Alimentação""",2024,Organização da Sociedade Civil (OSC) / Associação/ Coletivo,Coleta de dados
Gênero e Número,1,Instituto Ibirapitanga,,Financiamento,"Apoio no Projeto ""Caminhos da Alimentação""",2024,Organização da Sociedade Civil (OSC) / Associação/ Coletivo,Financiamento
Eco-Mídia,1,Fundação Mozilla,,Financiamento,"Indicado como apoio institucional, mas ao verificar no site da fundação, trata-se de apoio financeiro",2023,Rede/conexão,Financiamento
Coding Rights,1,AlSur,,Parceria em projeto,Rede parceira no site; indicação de parceria no relatório de atividades; ,"2018, 2019, 2020, 2021, 2022, 2023",Organização da Sociedade Civil (OSC) / Associação/ Coletivo,Parceria em projeto
Coding Rights,1,Tierra Común,,Parceria em projeto,Rede parceira no site e nos relatórios de atividade,"2022, 2023",Organização da Sociedade Civil (OSC) / Associação/ Coletivo,Parceria em projeto
Coding Rights,1,Rede Transfeminista de Cuidados Digitais,,Parceria em projeto,"Rede parceira no site; indicação de parceria no relatório de atividades; Plataforma ""Map of internet territories""","2018, 2019, 2020, 2021, 2022, 2023",Organização da Sociedade Civil (OSC) / Associação/ Coletivo,Parceria em projeto
Coding Rights,1,Privacy International,,Financiamento,Rede parceira no site e Financiamento indicado no relatório de atividades,"2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023",Organização da Sociedade Civil (OSC) / Associação/ Coletivo,Financiamento
Coding Rights,1,Coalizão Direitos na Rede (CDR),,Parceria em projeto,"Rede parceira no site; no projeto ""Internet sob ataque""; parceiro indicado no relatório de atividades; Projeto ""Internet e eleições""","2015, 2016, 2017, 2018, 2019, 2020, 2021, 2023",Organização da Sociedade Civil (OSC) / Associação/ Coletivo,Parceria em projeto
Coding Rights,1,The Open Observatory of Network Interference,,Parceria em projeto,Rede parceira no site e  indicado no relatório de atividades,"2019, 2020, 2023",Organização da Sociedade Civil (OSC) / Associação/ Coletivo,Parceria em projeto
Coding Rights,1,Super Orange Black,,Parceria em projeto,Rede parceira no site,,Organização da Sociedade Civil (OSC) / Associação/ Coletivo,Parceria em projeto
Coding Rights,1,Feminist AI Research Network (FAIR),,Parceria em projeto,"Rede parceira no site, parceria indicada no relatório de atividades","2019, 2020, 2021, 2022, 2023",Organização da Sociedade Civil (OSC) / Associação/ Coletivo,Parceria em projeto
Coding Rights,1,Sala de Articulação conta a Desinformação,,Parceria em projeto,Rede parceira no site,,Organização da Sociedade Civil (OSC) / Associação/ Coletivo,Parceria em projeto
Coding Rights,1,Global Partners Digital,,Financiamento,Financiamento indicado no relatório de atividades,"2015, 2016, 2017, 2018",Organização da Sociedade Civil (OSC) / Associação/ Coletivo,Financiamento
Coding Rights,1,"Fundação Ford
",,Financiamento,Financiamento indicado no relatório de atividades ,"2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023",Organização da Sociedade Civil (OSC) / Associação/ Coletivo,Financiamento
Coding Rights,1,Open Society Foundations (OSF),,Financiamento,Financiamento indicado no relatório de atividades ,"2015, 2016, 2017, 2018",Organização da Sociedade Civil (OSC) / Associação/ Coletivo,Financiamento
Coding Rights,1,Access Now,,Financiamento,Financiamento indicado no relatório de atividades,"2015, 2016, 2018, 2022",Organização da Sociedade Civil (OSC) / Associação/ Coletivo,Financiamento
Coding Rights,1,Tactical Tech,,Financiamento,Financiamento indicado no relatório de atividades,"2015, 2016, 2018",Organização da Sociedade Civil (OSC) / Associação/ Coletivo,Financiamento
Coding Rights,1,Web We Want rapid responsive grant,,Financiamento,Financiamento indicado no relatório de atividades,"2015, 2016",Organização da Sociedade Civil (OSC) / Associação/ Coletivo,Financiamento
Coding Rights,1,MIT Codesign Studio,,Parceria em projeto,"TRANSFEMINIST ALGORITHMS
",2017,Organização da Sociedade Civil (OSC) / Associação/ Coletivo,Parceria em projeto
Coding Rights,1,Fundação Mozilla,,Financiamento,"Mozilla has granted our Executive Directress and Creative Chaos Catalyst, Joana Varon, as Media 
Fellowship for further developing stories and outreach strategies for the chupadados project.",2017,Organização da Sociedade Civil (OSC) / Associação/ Coletivo,Financiamento
Coding Rights,1,Derechos digitales,,Financiamento,Financiamento indicado no relatório de atividades,"2017, 2018, 2023",Organização da Sociedade Civil (OSC) / Associação/ Coletivo,Financiamento
Coding Rights,1,Instituto Hivos,,Financiamento,Financiamento indicado no relatório de atividades; Participação no projeto global Vozes pela Ação Climática Justa (VAC);,"2017, 2019, 2021, 2022",Organização da Sociedade Civil (OSC) / Associação/ Coletivo,Financiamento
Coding Rights,1,Gender and Technology,,Parceria em projeto,Parceria indicada no relatório de atividades,2017,Organização da Sociedade Civil (OSC) / Associação/ Coletivo,Parceria em projeto
Coding Rights,1,IME USP,1,Parceria em projeto,"trainee on engineering for code development at Radar Legislativo, in Brazil.",2019,Organização da Sociedade Civil (OSC) / Associação/ Coletivo,Parceria em projeto
Coding Rights,1,Superrr Network,,Parceria em projeto,"Our designer Clara Juliano became a Feminist Tech Fellow from Superrr Network, in Berlin, Germany, with the project “The Oracle for Transfeminist Technologies”","2019, 2022, 2023",Organização da Sociedade Civil (OSC) / Associação/ Coletivo,Parceria em projeto
Coding Rights,1,Dejusticia,,Financiamento,Financiamento indicado no relatório de atividades,2019,Organização da Sociedade Civil (OSC) / Associação/ Coletivo,Financiamento
Coding Rights,1,"Instituto de Defesa do Direito de Defesa (IDDD)
",,Financiamento,Financiamento indicado no relatório de atividades,2019,Organização da Sociedade Civil (OSC) / Associação/ Coletivo,Financiamento
Coding Rights,1,Deutsche Gesellschaft fur Internationale Zusammenairbeit (GIZ),,Financiamento,Financiamento indicado no relatório de atividades,"2019, 2022",Organização da Sociedade Civil (OSC) / Associação/ Coletivo,Financiamento
Coding Rights,1,Me Representa,,Parceria em projeto,"Projeto ""Plataforma Tretaqui""",2020,Organização da Sociedade Civil (OSC) / Associação/ Coletivo,Parceria em projeto
Coding Rights,1,Fundação Cidadania Inteligente,,Parceria em projeto,"Projeto ""Plataforma Tretaqui""",2020,Organização da Sociedade Civil (OSC) / Associação/ Coletivo,Parceria em projeto
Coding Rights,1,Rede Feminista de Juristas,,Parceria em projeto,"Projeto ""Plataforma Tretaqui""",2020,Organização da Sociedade Civil (OSC) / Associação/ Coletivo,Parceria em projeto
Coding Rights,1,Gênero e Número,,Parceria em projeto,"Projeto ""Plataforma Tretaqui""",2020,Organização da Sociedade Civil (OSC) / Associação/ Coletivo,Parceria em projeto
Coding Rights,1,Umunna,,Parceria em projeto,"Projeto ""Plataforma Tretaqui""",2020,Organização da Sociedade Civil (OSC) / Associação/ Coletivo,Parceria em projeto
Coding Rights,1,Instituto Alziras,,Parceria em projeto,"Projeto ""Plataforma Tretaqui""",2020,Organização da Sociedade Civil (OSC) / Associação/ Coletivo,Parceria em projeto
Coding Rights,1,Revista Azmina,,Parceria em projeto,"Projeto ""Plataforma Tretaqui""",2020,Organização da Sociedade Civil (OSC) / Associação/ Coletivo,Parceria em projeto
Coding Rights,1,MariaLab,,Parceria em projeto,"Projeto ""Plataforma Tretaqui""",2020,Organização da Sociedade Civil (OSC) / Associação/ Coletivo,Parceria em projeto
Coding Rights,1,Mulheres Negras Decidem,,Parceria em projeto,"Projeto ""Plataforma Tretaqui""",2020,Organização da Sociedade Civil (OSC) / Associação/ Coletivo,Parceria em projeto
Coding Rights,1,InternetLab,,Parceria em projeto,"Projeto ""Plataforma Tretaqui""",2020,Organização da Sociedade Civil (OSC) / Associação/ Coletivo,Parceria em projeto
Coding Rights,1,Fundo Brasil,,Parceria em projeto,"Projeto ""Observatório de Violências LGBTI+ em Favelas""",2021,Organização da Sociedade Civil (OSC) / Associação/ Coletivo,Parceria em projeto
